provinsi,tahun,upah,daerah,jenis,peng,cluster_kmeans
JAMBI,2022,16042,PERDESAANPERKOTAAN,TOTAL,1261836.0,0
SUMATERA SELATAN,2015,11622,PERDESAAN,MAKANAN,358391.0,1
SUMATERA SELATAN,2015,11622,PERDESAAN,NONMAKANAN,260923.0,1
SUMATERA SELATAN,2015,11622,PERDESAAN,TOTAL,619314.0,1
SUMATERA SELATAN,2015,11622,PERKOTAAN,MAKANAN,418794.0,1
SUMATERA SELATAN,2015,11622,PERKOTAAN,NONMAKANAN,514708.0,1
SUMATERA SELATAN,2015,11622,PERKOTAAN,TOTAL,933502.0,9
SUMATERA SELATAN,2015,11622,PERDESAANPERKOTAAN,MAKANAN,379945.0,1
SUMATERA SELATAN,2015,11622,PERDESAANPERKOTAAN,NONMAKANAN,351483.0,1
SUMATERA SELATAN,2015,11622,PERDESAANPERKOTAAN,TOTAL,731429.0,9
SUMATERA SELATAN,2016,12523,PERDESAAN,MAKANAN,408161.0,1
SUMATERA SELATAN,2016,12523,PERDESAAN,NONMAKANAN,293544.0,1
SUMATERA SELATAN,2016,12523,PERDESAAN,TOTAL,701705.0,9
SUMATERA SELATAN,2016,12523,PERKOTAAN,MAKANAN,513874.0,1
SUMATERA SELATAN,2016,12523,PERKOTAAN,NONMAKANAN,569719.0,1
SUMATERA SELATAN,2016,12523,PERKOTAAN,TOTAL,1083593.0,0
SUMATERA SELATAN,2016,12523,PERDESAANPERKOTAAN,MAKANAN,446364.0,1
SUMATERA SELATAN,2016,12523,PERDESAANPERKOTAAN,NONMAKANAN,393348.0,1
SUMATERA SELATAN,2016,12523,PERDESAANPERKOTAAN,TOTAL,839712.0,9
SUMATERA SELATAN,2017,12690,PERDESAAN,MAKANAN,465251.0,1
SUMATERA SELATAN,2017,12690,PERDESAAN,NONMAKANAN,317870.0,1
SUMATERA SELATAN,2017,12690,PERDESAAN,TOTAL,783122.0,9
SUMATERA SELATAN,2017,12690,PERKOTAAN,MAKANAN,581213.0,1
SUMATERA SELATAN,2017,12690,PERKOTAAN,NONMAKANAN,589322.0,1
SUMATERA SELATAN,2017,12690,PERKOTAAN,TOTAL,1170536.0,0
SUMATERA SELATAN,2017,12690,PERDESAANPERKOTAAN,MAKANAN,507672.0,1
SUMATERA SELATAN,2017,12690,PERDESAANPERKOTAAN,NONMAKANAN,417173.0,1
SUMATERA SELATAN,2017,12690,PERDESAANPERKOTAAN,TOTAL,924846.0,9
SUMATERA SELATAN,2018,13214,PERDESAAN,MAKANAN,464444.0,1
SUMATERA SELATAN,2018,13214,PERDESAAN,NONMAKANAN,365368.0,1
SUMATERA SELATAN,2018,13214,PERDESAAN,TOTAL,829813.0,9
SUMATERA SELATAN,2018,13214,PERKOTAAN,MAKANAN,568797.0,1
SUMATERA SELATAN,2018,13214,PERKOTAAN,NONMAKANAN,637747.0,9
SUMATERA SELATAN,2018,13214,PERKOTAAN,TOTAL,1206544.0,0
SUMATERA SELATAN,2018,13214,PERDESAANPERKOTAAN,MAKANAN,503297.0,1
SUMATERA SELATAN,2018,13214,PERDESAANPERKOTAAN,NONMAKANAN,466781.0,1
SUMATERA SELATAN,2018,13214,PERDESAANPERKOTAAN,TOTAL,970078.0,9
SUMATERA SELATAN,2019,13580,PERDESAAN,MAKANAN,476355.0,1
SUMATERA SELATAN,2019,13580,PERDESAAN,NONMAKANAN,371452.0,1
SUMATERA SELATAN,2019,13580,PERDESAAN,TOTAL,847808.0,9
SUMATERA SELATAN,2019,13580,PERKOTAAN,MAKANAN,536802.0,1
SUMATERA SELATAN,2019,13580,PERKOTAAN,NONMAKANAN,608271.0,7
SUMATERA SELATAN,2019,13580,PERKOTAAN,TOTAL,1145073.0,0
SUMATERA SELATAN,2019,13580,PERDESAANPERKOTAAN,MAKANAN,498928.0,1
SUMATERA SELATAN,2019,13580,PERDESAANPERKOTAAN,NONMAKANAN,459889.0,1
SUMATERA SELATAN,2019,13580,PERDESAANPERKOTAAN,TOTAL,958818.0,9
SUMATERA SELATAN,2020,15072,PERDESAAN,MAKANAN,505671.0,7
SUMATERA SELATAN,2020,15072,PERDESAAN,NONMAKANAN,397041.0,7
SUMATERA SELATAN,2020,15072,PERDESAAN,TOTAL,902712.0,9
SUMATERA SELATAN,2020,15072,PERKOTAAN,MAKANAN,584583.0,7
SUMATERA SELATAN,2020,15072,PERKOTAAN,NONMAKANAN,637679.0,7
SUMATERA SELATAN,2020,15072,PERKOTAAN,TOTAL,1222262.0,0
SUMATERA SELATAN,2020,15072,PERDESAANPERKOTAAN,MAKANAN,535136.0,7
SUMATERA SELATAN,2020,15072,PERDESAANPERKOTAAN,NONMAKANAN,486893.0,7
SUMATERA SELATAN,2020,15072,PERDESAANPERKOTAAN,TOTAL,1022030.0,0
SUMATERA SELATAN,2021,15873,PERDESAAN,MAKANAN,559309.0,7
SUMATERA SELATAN,2021,15873,PERDESAAN,NONMAKANAN,425439.0,7
SUMATERA SELATAN,2021,15873,PERDESAAN,TOTAL,984749.0,0
SUMATERA SELATAN,2021,15873,PERKOTAAN,MAKANAN,611880.0,7
SUMATERA SELATAN,2021,15873,PERKOTAAN,NONMAKANAN,670505.0,4
SUMATERA SELATAN,2021,15873,PERKOTAAN,TOTAL,1282386.0,0
SUMATERA SELATAN,2021,15873,PERDESAANPERKOTAAN,MAKANAN,579031.0,7
SUMATERA SELATAN,2021,15873,PERDESAANPERKOTAAN,NONMAKANAN,517375.0,7
SUMATERA SELATAN,2021,15873,PERDESAANPERKOTAAN,TOTAL,1096407.0,0
SUMATERA SELATAN,2022,15978,PERDESAAN,MAKANAN,587945.0,7
SUMATERA SELATAN,2022,15978,PERDESAAN,NONMAKANAN,432887.0,7
SUMATERA SELATAN,2022,15978,PERDESAAN,TOTAL,1020833.0,0
SUMATERA SELATAN,2022,15978,PERKOTAAN,MAKANAN,674968.0,4
SUMATERA SELATAN,2022,15978,PERKOTAAN,NONMAKANAN,685547.0,4
SUMATERA SELATAN,2022,15978,PERKOTAAN,TOTAL,1360515.0,5
SUMATERA SELATAN,2022,15978,PERDESAANPERKOTAAN,MAKANAN,620732.0,7
SUMATERA SELATAN,2022,15978,PERDESAANPERKOTAAN,NONMAKANAN,528080.0,7
SUMATERA SELATAN,2022,15978,PERDESAANPERKOTAAN,TOTAL,1148812.0,0
BENGKULU,2015,12491,PERDESAAN,MAKANAN,403723.0,1
BENGKULU,2015,12491,PERDESAAN,NONMAKANAN,326656.0,1
BENGKULU,2015,12491,PERDESAAN,TOTAL,730379.0,9
BENGKULU,2015,12491,PERKOTAAN,MAKANAN,434462.0,1
BENGKULU,2015,12491,PERKOTAAN,NONMAKANAN,555949.0,1
BENGKULU,2015,12491,PERKOTAAN,TOTAL,990410.0,9
BENGKULU,2015,12491,PERDESAANPERKOTAAN,MAKANAN,413263.0,1
BENGKULU,2015,12491,PERDESAANPERKOTAAN,NONMAKANAN,397815.0,1
BENGKULU,2015,12491,PERDESAANPERKOTAAN,TOTAL,811077.0,9
BENGKULU,2016,13471,PERDESAAN,MAKANAN,422178.0,1
BENGKULU,2016,13471,PERDESAAN,NONMAKANAN,332335.0,1
BENGKULU,2016,13471,PERDESAAN,TOTAL,754513.0,9
BENGKULU,2016,13471,PERKOTAAN,MAKANAN,501705.0,1
BENGKULU,2016,13471,PERKOTAAN,NONMAKANAN,695404.0,9
BENGKULU,2016,13471,PERKOTAAN,TOTAL,1197110.0,0
BENGKULU,2016,13471,PERDESAANPERKOTAAN,MAKANAN,447384.0,1
BENGKULU,2016,13471,PERDESAANPERKOTAAN,NONMAKANAN,447410.0,1
BENGKULU,2016,13471,PERDESAANPERKOTAAN,TOTAL,894794.0,9
BENGKULU,2017,14011,PERDESAAN,MAKANAN,512495.0,7
BENGKULU,2017,14011,PERDESAAN,NONMAKANAN,350740.0,1
BENGKULU,2017,14011,PERDESAAN,TOTAL,863236.0,9
BENGKULU,2017,14011,PERKOTAAN,MAKANAN,546294.0,7
BENGKULU,2017,14011,PERKOTAAN,NONMAKANAN,715282.0,9
BENGKULU,2017,14011,PERKOTAAN,TOTAL,1261577.0,0
BENGKULU,2017,14011,PERDESAANPERKOTAAN,MAKANAN,523328.0,7
BENGKULU,2017,14011,PERDESAANPERKOTAAN,NONMAKANAN,467579.0,7
BENGKULU,2017,14011,PERDESAANPERKOTAAN,TOTAL,990908.0,0
BENGKULU,2018,14353,PERDESAAN,MAKANAN,524132.0,7
BENGKULU,2018,14353,PERDESAAN,NONMAKANAN,435647.0,7
BENGKULU,2018,14353,PERDESAAN,TOTAL,959780.0,9
BENGKULU,2018,14353,PERKOTAAN,MAKANAN,599850.0,7
BENGKULU,2018,14353,PERKOTAAN,NONMAKANAN,812762.0,9
BENGKULU,2018,14353,PERKOTAAN,TOTAL,1412613.0,0
BENGKULU,2018,14353,PERDESAANPERKOTAAN,MAKANAN,548879.0,7
BENGKULU,2018,14353,PERDESAANPERKOTAAN,NONMAKANAN,558899.0,7
BENGKULU,2018,14353,PERDESAANPERKOTAAN,TOTAL,1107778.0,0
BENGKULU,2019,14511,PERDESAAN,MAKANAN,509743.0,7
BENGKULU,2019,14511,PERDESAAN,NONMAKANAN,425301.0,7
BENGKULU,2019,14511,PERDESAAN,TOTAL,935045.0,9
BENGKULU,2019,14511,PERKOTAAN,MAKANAN,608544.0,7
BENGKULU,2019,14511,PERKOTAAN,NONMAKANAN,814178.0,9
BENGKULU,2019,14511,PERKOTAAN,TOTAL,1422722.0,0
BENGKULU,2019,14511,PERDESAANPERKOTAAN,MAKANAN,542423.0,7
BENGKULU,2019,14511,PERDESAANPERKOTAAN,NONMAKANAN,553926.0,7
BENGKULU,2019,14511,PERDESAANPERKOTAAN,TOTAL,1096349.0,0
BENGKULU,2020,17407,PERDESAAN,MAKANAN,542088.0,7
BENGKULU,2020,17407,PERDESAAN,NONMAKANAN,423330.0,7
BENGKULU,2020,17407,PERDESAAN,TOTAL,965419.0,0
BENGKULU,2020,17407,PERKOTAAN,MAKANAN,636828.0,4
BENGKULU,2020,17407,PERKOTAAN,NONMAKANAN,855378.0,4
BENGKULU,2020,17407,PERKOTAAN,TOTAL,1492206.0,5
BENGKULU,2020,17407,PERDESAANPERKOTAAN,MAKANAN,573499.0,4
BENGKULU,2020,17407,PERDESAANPERKOTAAN,NONMAKANAN,566575.0,4
BENGKULU,2020,17407,PERDESAANPERKOTAAN,TOTAL,1140074.0,0
BENGKULU,2021,18271,PERDESAAN,MAKANAN,548491.0,4
BENGKULU,2021,18271,PERDESAAN,NONMAKANAN,428537.0,7
BENGKULU,2021,18271,PERDESAAN,TOTAL,977029.0,4
BENGKULU,2021,18271,PERKOTAAN,MAKANAN,644543.0,4
BENGKULU,2021,18271,PERKOTAAN,NONMAKANAN,820709.0,4
BENGKULU,2021,18271,PERKOTAAN,TOTAL,1465253.0,5
BENGKULU,2021,18271,PERDESAANPERKOTAAN,MAKANAN,580273.0,4
BENGKULU,2021,18271,PERDESAANPERKOTAAN,NONMAKANAN,558299.0,4
BENGKULU,2021,18271,PERDESAANPERKOTAAN,TOTAL,1138572.0,0
BENGKULU,2022,16501,PERDESAAN,MAKANAN,595345.0,7
BENGKULU,2022,16501,PERDESAAN,NONMAKANAN,457934.0,7
BENGKULU,2022,16501,PERDESAAN,TOTAL,1053280.0,0
BENGKULU,2022,16501,PERKOTAAN,MAKANAN,688085.0,4
BENGKULU,2022,16501,PERKOTAAN,NONMAKANAN,795497.0,4
BENGKULU,2022,16501,PERKOTAAN,TOTAL,1483583.0,5
BENGKULU,2022,16501,PERDESAANPERKOTAAN,MAKANAN,626208.0,4
BENGKULU,2022,16501,PERDESAANPERKOTAAN,NONMAKANAN,570274.0,7
BENGKULU,2022,16501,PERDESAANPERKOTAAN,TOTAL,1196483.0,0
LAMPUNG,2015,10104,PERDESAAN,MAKANAN,359111.0,1
LAMPUNG,2015,10104,PERDESAAN,NONMAKANAN,294748.0,1
LAMPUNG,2015,10104,PERDESAAN,TOTAL,653859.0,1
LAMPUNG,2015,10104,PERKOTAAN,MAKANAN,447587.0,1
LAMPUNG,2015,10104,PERKOTAAN,NONMAKANAN,538560.0,1
LAMPUNG,2015,10104,PERKOTAAN,TOTAL,986147.0,9
LAMPUNG,2015,10104,PERDESAANPERKOTAAN,MAKANAN,382368.0,1
LAMPUNG,2015,10104,PERDESAANPERKOTAAN,NONMAKANAN,358838.0,1
LAMPUNG,2015,10104,PERDESAANPERKOTAAN,TOTAL,741206.0,9
LAMPUNG,2016,10385,PERDESAAN,MAKANAN,383391.0,1
LAMPUNG,2016,10385,PERDESAAN,NONMAKANAN,311439.0,1
LAMPUNG,2016,10385,PERDESAAN,TOTAL,694830.0,9
LAMPUNG,2016,10385,PERKOTAAN,MAKANAN,491261.0,1
LAMPUNG,2016,10385,PERKOTAAN,NONMAKANAN,551369.0,1
LAMPUNG,2016,10385,PERKOTAAN,TOTAL,1042631.0,9
LAMPUNG,2016,10385,PERDESAANPERKOTAAN,MAKANAN,412617.0,1
LAMPUNG,2016,10385,PERDESAANPERKOTAAN,NONMAKANAN,376444.0,1
LAMPUNG,2016,10385,PERDESAANPERKOTAAN,TOTAL,789061.0,9
LAMPUNG,2017,11234,PERDESAAN,MAKANAN,433581.0,1
LAMPUNG,2017,11234,PERDESAAN,NONMAKANAN,309728.0,1
LAMPUNG,2017,11234,PERDESAAN,TOTAL,743310.0,9
LAMPUNG,2017,11234,PERKOTAAN,MAKANAN,558327.0,1
LAMPUNG,2017,11234,PERKOTAAN,NONMAKANAN,569779.0,1
LAMPUNG,2017,11234,PERKOTAAN,TOTAL,1128106.0,9
LAMPUNG,2017,11234,PERDESAANPERKOTAAN,MAKANAN,467939.0,1
LAMPUNG,2017,11234,PERDESAANPERKOTAAN,NONMAKANAN,381353.0,1
LAMPUNG,2017,11234,PERDESAANPERKOTAAN,TOTAL,849293.0,9
LAMPUNG,2018,11779,PERDESAAN,MAKANAN,444007.0,1
LAMPUNG,2018,11779,PERDESAAN,NONMAKANAN,371716.0,1
LAMPUNG,2018,11779,PERDESAAN,TOTAL,815724.0,9
LAMPUNG,2018,11779,PERKOTAAN,MAKANAN,560502.0,1
LAMPUNG,2018,11779,PERKOTAAN,NONMAKANAN,616817.0,1
LAMPUNG,2018,11779,PERKOTAAN,TOTAL,1177319.0,0
LAMPUNG,2018,11779,PERDESAANPERKOTAAN,MAKANAN,478451.0,1
LAMPUNG,2018,11779,PERDESAANPERKOTAAN,NONMAKANAN,444185.0,1
LAMPUNG,2018,11779,PERDESAANPERKOTAAN,TOTAL,922637.0,9
LAMPUNG,2019,12575,PERDESAAN,MAKANAN,446555.0,1
LAMPUNG,2019,12575,PERDESAAN,NONMAKANAN,365841.0,1
LAMPUNG,2019,12575,PERDESAAN,TOTAL,812396.0,9
LAMPUNG,2019,12575,PERKOTAAN,MAKANAN,570592.0,1
LAMPUNG,2019,12575,PERKOTAAN,NONMAKANAN,620054.0,1
LAMPUNG,2019,12575,PERKOTAAN,TOTAL,1190647.0,0
LAMPUNG,2019,12575,PERDESAANPERKOTAAN,MAKANAN,484799.0,1
LAMPUNG,2019,12575,PERDESAANPERKOTAAN,NONMAKANAN,444224.0,1
LAMPUNG,2019,12575,PERDESAANPERKOTAAN,TOTAL,929024.0,9
LAMPUNG,2020,14912,PERDESAAN,MAKANAN,466590.0,7
LAMPUNG,2020,14912,PERDESAAN,NONMAKANAN,393202.0,7
LAMPUNG,2020,14912,PERDESAAN,TOTAL,859792.0,9
LAMPUNG,2020,14912,PERKOTAAN,MAKANAN,587511.0,7
LAMPUNG,2020,14912,PERKOTAAN,NONMAKANAN,643043.0,7
LAMPUNG,2020,14912,PERKOTAAN,TOTAL,1230554.0,0
LAMPUNG,2020,14912,PERDESAANPERKOTAAN,MAKANAN,503976.0,7
LAMPUNG,2020,14912,PERDESAANPERKOTAAN,NONMAKANAN,470447.0,7
LAMPUNG,2020,14912,PERDESAANPERKOTAAN,TOTAL,974423.0,0
LAMPUNG,2021,15224,PERDESAAN,MAKANAN,501084.0,7
LAMPUNG,2021,15224,PERDESAAN,NONMAKANAN,395456.0,7
LAMPUNG,2021,15224,PERDESAAN,TOTAL,896541.0,9
LAMPUNG,2021,15224,PERKOTAAN,MAKANAN,622926.0,7
LAMPUNG,2021,15224,PERKOTAAN,NONMAKANAN,693670.0,7
LAMPUNG,2021,15224,PERKOTAAN,TOTAL,1316597.0,0
LAMPUNG,2021,15224,PERDESAANPERKOTAAN,MAKANAN,539963.0,7
LAMPUNG,2021,15224,PERDESAANPERKOTAAN,NONMAKANAN,490615.0,7
LAMPUNG,2021,15224,PERDESAANPERKOTAAN,TOTAL,1030578.0,0
LAMPUNG,2022,13218,PERDESAAN,MAKANAN,542452.0,1
LAMPUNG,2022,13218,PERDESAAN,NONMAKANAN,414416.0,1
LAMPUNG,2022,13218,PERDESAAN,TOTAL,956868.0,9
LAMPUNG,2022,13218,PERKOTAAN,MAKANAN,644379.0,9
LAMPUNG,2022,13218,PERKOTAAN,NONMAKANAN,674903.0,9
LAMPUNG,2022,13218,PERKOTAAN,TOTAL,1319283.0,0
LAMPUNG,2022,13218,PERDESAANPERKOTAAN,MAKANAN,575672.0,1
LAMPUNG,2022,13218,PERDESAANPERKOTAAN,NONMAKANAN,499314.0,1
LAMPUNG,2022,13218,PERDESAANPERKOTAAN,TOTAL,1074987.0,0
KEP. BANGKA BELITUNG,2015,12660,PERDESAAN,MAKANAN,551553.0,1
KEP. BANGKA BELITUNG,2015,12660,PERDESAAN,NONMAKANAN,467700.0,1
KEP. BANGKA BELITUNG,2015,12660,PERDESAAN,TOTAL,1019252.0,9
KEP. BANGKA BELITUNG,2015,12660,PERKOTAAN,MAKANAN,606905.0,1
KEP. BANGKA BELITUNG,2015,12660,PERKOTAAN,NONMAKANAN,613072.0,1
KEP. BANGKA BELITUNG,2015,12660,PERKOTAAN,TOTAL,1219977.0,0
KEP. BANGKA BELITUNG,2015,12660,PERDESAANPERKOTAAN,MAKANAN,578812.0,1
KEP. BANGKA BELITUNG,2015,12660,PERDESAANPERKOTAAN,NONMAKANAN,539290.0,1
KEP. BANGKA BELITUNG,2015,12660,PERDESAANPERKOTAAN,TOTAL,1118101.0,0
KEP. BANGKA BELITUNG,2016,14257,PERDESAAN,MAKANAN,558613.0,7
KEP. BANGKA BELITUNG,2016,14257,PERDESAAN,NONMAKANAN,505734.0,7
KEP. BANGKA BELITUNG,2016,14257,PERDESAAN,TOTAL,1064347.0,0
KEP. BANGKA BELITUNG,2016,14257,PERKOTAAN,MAKANAN,633225.0,7
KEP. BANGKA BELITUNG,2016,14257,PERKOTAAN,NONMAKANAN,722576.0,9
KEP. BANGKA BELITUNG,2016,14257,PERKOTAAN,TOTAL,1355801.0,0
KEP. BANGKA BELITUNG,2016,14257,PERDESAANPERKOTAAN,MAKANAN,596381.0,7
KEP. BANGKA BELITUNG,2016,14257,PERDESAANPERKOTAAN,NONMAKANAN,615498.0,7
KEP. BANGKA BELITUNG,2016,14257,PERDESAANPERKOTAAN,TOTAL,1211879.0,0
KEP. BANGKA BELITUNG,2017,14822,PERDESAAN,MAKANAN,651144.0,7
KEP. BANGKA BELITUNG,2017,14822,PERDESAAN,NONMAKANAN,469208.0,7
KEP. BANGKA BELITUNG,2017,14822,PERDESAAN,TOTAL,1120353.0,0
KEP. BANGKA BELITUNG,2017,14822,PERKOTAAN,MAKANAN,784861.0,9
KEP. BANGKA BELITUNG,2017,14822,PERKOTAAN,NONMAKANAN,795826.0,9
KEP. BANGKA BELITUNG,2017,14822,PERKOTAAN,TOTAL,1580688.0,5
KEP. BANGKA BELITUNG,2017,14822,PERDESAANPERKOTAAN,MAKANAN,721045.0,9
KEP. BANGKA BELITUNG,2017,14822,PERDESAANPERKOTAAN,NONMAKANAN,639949.0,7
KEP. BANGKA BELITUNG,2017,14822,PERDESAANPERKOTAAN,TOTAL,1360994.0,0
KEP. BANGKA BELITUNG,2018,15818,PERDESAAN,MAKANAN,655645.0,7
KEP. BANGKA BELITUNG,2018,15818,PERDESAAN,NONMAKANAN,559284.0,7
KEP. BANGKA BELITUNG,2018,15818,PERDESAAN,TOTAL,1214929.0,0
KEP. BANGKA BELITUNG,2018,15818,PERKOTAAN,MAKANAN,757618.0,4
KEP. BANGKA BELITUNG,2018,15818,PERKOTAAN,NONMAKANAN,838278.0,4
KEP. BANGKA BELITUNG,2018,15818,PERKOTAAN,TOTAL,1595898.0,5
KEP. BANGKA BELITUNG,2018,15818,PERDESAANPERKOTAAN,MAKANAN,710401.0,4
KEP. BANGKA BELITUNG,2018,15818,PERDESAANPERKOTAAN,NONMAKANAN,709094.0,4
KEP. BANGKA BELITUNG,2018,15818,PERDESAANPERKOTAAN,TOTAL,1419495.0,5
KEP. BANGKA BELITUNG,2019,17373,PERDESAAN,MAKANAN,682642.0,4
KEP. BANGKA BELITUNG,2019,17373,PERDESAAN,NONMAKANAN,603651.0,4
KEP. BANGKA BELITUNG,2019,17373,PERDESAAN,TOTAL,1286293.0,5
KEP. BANGKA BELITUNG,2019,17373,PERKOTAAN,MAKANAN,807682.0,4
KEP. BANGKA BELITUNG,2019,17373,PERKOTAAN,NONMAKANAN,883969.0,4
KEP. BANGKA BELITUNG,2019,17373,PERKOTAAN,TOTAL,1691651.0,5
KEP. BANGKA BELITUNG,2019,17373,PERDESAANPERKOTAAN,MAKANAN,751640.0,4
KEP. BANGKA BELITUNG,2019,17373,PERDESAANPERKOTAAN,NONMAKANAN,758333.0,4
KEP. BANGKA BELITUNG,2019,17373,PERDESAANPERKOTAAN,TOTAL,1509974.0,5
KEP. BANGKA BELITUNG,2020,15763,PERDESAAN,MAKANAN,720007.0,4
KEP. BANGKA BELITUNG,2020,15763,PERDESAAN,NONMAKANAN,578492.0,7
KEP. BANGKA BELITUNG,2020,15763,PERDESAAN,TOTAL,1298500.0,0
KEP. BANGKA BELITUNG,2020,15763,PERKOTAAN,MAKANAN,812631.0,4
KEP. BANGKA BELITUNG,2020,15763,PERKOTAAN,NONMAKANAN,854352.0,4
KEP. BANGKA BELITUNG,2020,15763,PERKOTAAN,TOTAL,1666984.0,5
KEP. BANGKA BELITUNG,2020,15763,PERDESAANPERKOTAAN,MAKANAN,771121.0,4
KEP. BANGKA BELITUNG,2020,15763,PERDESAANPERKOTAAN,NONMAKANAN,730722.0,4
KEP. BANGKA BELITUNG,2020,15763,PERDESAANPERKOTAAN,TOTAL,1501843.0,5
KEP. BANGKA BELITUNG,2021,17692,PERDESAAN,MAKANAN,726610.0,4
KEP. BANGKA BELITUNG,2021,17692,PERDESAAN,NONMAKANAN,606125.0,4
KEP. BANGKA BELITUNG,2021,17692,PERDESAAN,TOTAL,1332735.0,5
KEP. BANGKA BELITUNG,2021,17692,PERKOTAAN,MAKANAN,826951.0,4
KEP. BANGKA BELITUNG,2021,17692,PERKOTAAN,NONMAKANAN,859389.0,4
KEP. BANGKA BELITUNG,2021,17692,PERKOTAAN,TOTAL,1686340.0,5
KEP. BANGKA BELITUNG,2021,17692,PERDESAANPERKOTAAN,MAKANAN,783203.0,4
KEP. BANGKA BELITUNG,2021,17692,PERDESAANPERKOTAAN,NONMAKANAN,748970.0,4
KEP. BANGKA BELITUNG,2021,17692,PERDESAANPERKOTAAN,TOTAL,1532174.0,5
KEP. BANGKA BELITUNG,2022,18132,PERDESAAN,MAKANAN,848494.0,4
KEP. BANGKA BELITUNG,2022,18132,PERDESAAN,NONMAKANAN,637672.0,4
KEP. BANGKA BELITUNG,2022,18132,PERDESAAN,TOTAL,1486167.0,5
KEP. BANGKA BELITUNG,2022,18132,PERKOTAAN,MAKANAN,906502.0,4
KEP. BANGKA BELITUNG,2022,18132,PERKOTAAN,NONMAKANAN,874034.0,4
KEP. BANGKA BELITUNG,2022,18132,PERKOTAAN,TOTAL,1780536.0,5
KEP. BANGKA BELITUNG,2022,18132,PERDESAANPERKOTAAN,MAKANAN,881622.0,4
KEP. BANGKA BELITUNG,2022,18132,PERDESAANPERKOTAAN,NONMAKANAN,772658.0,4
KEP. BANGKA BELITUNG,2022,18132,PERDESAANPERKOTAAN,TOTAL,1654280.0,5
KEP. RIAU,2015,18863,PERDESAAN,MAKANAN,480875.0,4
KEP. RIAU,2015,18863,PERDESAAN,NONMAKANAN,404211.0,7
KEP. RIAU,2015,18863,PERDESAAN,TOTAL,885086.0,4
KEP. RIAU,2015,18863,PERKOTAAN,MAKANAN,625859.0,4
KEP. RIAU,2015,18863,PERKOTAAN,NONMAKANAN,809066.0,4
KEP. RIAU,2015,18863,PERKOTAAN,TOTAL,1434924.0,5
KEP. RIAU,2015,18863,PERDESAANPERKOTAAN,MAKANAN,602071.0,4
KEP. RIAU,2015,18863,PERDESAANPERKOTAAN,NONMAKANAN,742641.0,4
KEP. RIAU,2015,18863,PERDESAANPERKOTAAN,TOTAL,1344712.0,5
KEP. RIAU,2016,21019,PERDESAAN,MAKANAN,502046.0,2
KEP. RIAU,2016,21019,PERDESAAN,NONMAKANAN,464081.0,2
KEP. RIAU,2016,21019,PERDESAAN,TOTAL,966127.0,8
KEP. RIAU,2016,21019,PERKOTAAN,MAKANAN,714538.0,2
KEP. RIAU,2016,21019,PERKOTAAN,NONMAKANAN,842368.0,8
KEP. RIAU,2016,21019,PERKOTAAN,TOTAL,1556906.0,5
KEP. RIAU,2016,21019,PERDESAANPERKOTAAN,MAKANAN,681525.0,2
KEP. RIAU,2016,21019,PERDESAANPERKOTAAN,NONMAKANAN,783597.0,2
KEP. RIAU,2016,21019,PERDESAANPERKOTAAN,TOTAL,1465121.0,5
KEP. RIAU,2017,19832,PERDESAAN,MAKANAN,562677.0,2
KEP. RIAU,2017,19832,PERDESAAN,NONMAKANAN,442556.0,2
KEP. RIAU,2017,19832,PERDESAAN,TOTAL,1005233.0,8
KEP. RIAU,2017,19832,PERKOTAAN,MAKANAN,794255.0,4
KEP. RIAU,2017,19832,PERKOTAAN,NONMAKANAN,869299.0,4
KEP. RIAU,2017,19832,PERKOTAAN,TOTAL,1663555.0,5
KEP. RIAU,2017,19832,PERDESAANPERKOTAAN,MAKANAN,759543.0,4
KEP. RIAU,2017,19832,PERDESAANPERKOTAAN,NONMAKANAN,805333.0,4
KEP. RIAU,2017,19832,PERDESAANPERKOTAAN,TOTAL,1564877.0,5
KEP. RIAU,2018,23212,PERDESAAN,MAKANAN,590286.0,2
KEP. RIAU,2018,23212,PERDESAAN,NONMAKANAN,496566.0,2
KEP. RIAU,2018,23212,PERDESAAN,TOTAL,1086852.0,8
KEP. RIAU,2018,23212,PERKOTAAN,MAKANAN,774057.0,8
KEP. RIAU,2018,23212,PERKOTAAN,NONMAKANAN,881087.0,8
KEP. RIAU,2018,23212,PERKOTAAN,TOTAL,1655145.0,3
KEP. RIAU,2018,23212,PERDESAANPERKOTAAN,MAKANAN,747943.0,8
KEP. RIAU,2018,23212,PERDESAANPERKOTAAN,NONMAKANAN,826447.0,8
KEP. RIAU,2018,23212,PERDESAANPERKOTAAN,TOTAL,1574391.0,3
KEP. RIAU,2019,22912,PERDESAAN,MAKANAN,610033.0,2
KEP. RIAU,2019,22912,PERDESAAN,NONMAKANAN,499045.0,2
KEP. RIAU,2019,22912,PERDESAAN,TOTAL,1109078.0,8
KEP. RIAU,2019,22912,PERKOTAAN,MAKANAN,809149.0,8
KEP. RIAU,2019,22912,PERKOTAAN,NONMAKANAN,1044092.0,8
KEP. RIAU,2019,22912,PERKOTAAN,TOTAL,1853241.0,3
KEP. RIAU,2019,22912,PERDESAANPERKOTAAN,MAKANAN,789056.0,8
KEP. RIAU,2019,22912,PERDESAANPERKOTAAN,NONMAKANAN,989093.0,8
KEP. RIAU,2019,22912,PERDESAANPERKOTAAN,TOTAL,1778150.0,3
